,title,cast,director,keywords,genres
3546,The Ten,"['Paul Rudd', 'Adam Brody', 'Jon Hamm']",David Wain,"['independent film', 'ventriloquist dummy', 'multiple storylines']",['Comedy']
3547,A Room for Romeo Brass,"['Paddy Considine', 'Andrew Shim', 'Frank Harper']",Shane Meadows,"['rejection', 'friendship', 'youth']","['Drama', 'Comedy', 'Foreign']"
3548,Headhunters,"['Aksel Hennie', 'Nikolaj Coster-Waldau', 'Synnøve Macody Lund']",Morten Tyldum,"['death of lover', 'art thief', 'art gallery']","['Thriller', 'Crime']"
3549,Grabbers,"['Richard Coyle', 'Ruth Bradley', 'Russell Tovey']",Jon Wright,"['monster', 'ireland', 'drunk']","['Science Fiction', 'Comedy', 'Thriller']"
3550,Saint Ralph,"['Adam Butcher', 'Campbell Scott', 'Michael Kanev']",Michael McGowan,"['sport', 'independent film']","['Comedy', 'Drama']"
3551,Miss Julie,"['Jessica Chastain', 'Colin Farrell', 'Samantha Morton']",Liv Ullmann,"['love triangle', 'love', 'irish']",['Drama']
3552,Somewhere in Time,"['Christopher Reeve', 'Jane Seymour', 'Christopher Plummer']",Jeannot Szwarc,"['time travel', 'playwright', '1910s']","['Science Fiction', 'Drama', 'Fantasy']"
3553,Dum Maaro Dum,"['Abhishek Bachchan', 'Bipasha Basu', 'Deepika Padukone']",Rohan Sippy,"['goa', 'drug bust', 'rave party']","['Drama', 'Action', 'Crime']"
3554,Insidious: Chapter 2,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins']",James Wan,"['haunted house', 'possession', 'demon']","['Horror', 'Thriller']"
3555,Saw II,"['Tobin Bell', 'Shawnee Smith', 'Donnie Wahlberg']",Darren Lynn Bousman,"['riddle', 'serial killer']",['Horror']
3556,10 Cloverfield Lane,"['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.']",Dan Trachtenberg,"['kidnapping', 'bunker', 'paranoia']","['Thriller', 'Science Fiction', 'Drama']"
3557,Jackass: The Movie,"['Johnny Knoxville', 'Bam Margera', 'Steve-O']",Jeff Tremaine,"['disgust', 'pain', 'stunts']","['Documentary', 'Comedy']"
3558,Lights Out,"['Teresa Palmer', 'Maria Bello', 'Gabriel Bateman']",David F. Sandberg,"['suicide', 'darkness', 'basement']","['Horror', 'Thriller']"
3559,Paranormal Activity 3,"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner']",Henry Joost,"['witch', 'sister sister relationship', 'sequel']",['Horror']
3560,Ouija,"['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff']",Stiles White,"['death of a friend', 'swimming pool', 'ouija']",['Horror']
3561,A Nightmare on Elm Street 3: Dream Warriors,"['Robert Englund', 'Patricia Arquette', 'Heather Langenkamp']",Chuck Russell,"['group therapy', 'nightmare', 'hypnosis']","['Horror', 'Thriller']"
3562,Instructions Not Included,"['Loreto Peralta', 'Eugenio Derbez', 'Jessica Lindsey']",Eugenio Derbez,"['bachelor', 'vespa']","['Comedy', 'Drama']"
3563,Paranormal Activity 4,"['Katie Featherston', 'Kathryn Newton', 'Matt Shively']",Henry Joost,"['garage', 'poltergeist', 'webcam']",['Horror']
3564,The Robe,"['Richard Burton', 'Jean Simmons', 'Victor Mature']",Henry Koster,"['crucifixion', 'ancient rome']",['Drama']
3565,The Return of the Pink Panther,"['Peter Sellers', 'Christopher Plummer', 'Herbert Lom']",Blake Edwards,"['robbery', 'diamant', ""côte d'azur""]",['Comedy']
3566,Freddy's Dead: The Final Nightmare,"['Robert Englund', 'Lisa Zane', 'Shon Greenblatt']",Rachel Talalay,"['amnesia', 'nightmare', 'alternate dimension']","['Horror', 'Thriller', 'Comedy']"
3567,Monster,"['Charlize Theron', 'Christina Ricci', 'Bruce Dern']",Patty Jenkins,"['female nudity', 'prostitute', 'rape']","['Crime', 'Drama']"
3568,"20,000 Leagues Under the Sea","['Kirk Douglas', 'James Mason', 'Paul Lukas']",Richard Fleischer,"['diving', 'ocean', 'submarine']","['Adventure', 'Drama', 'Science Fiction']"
3569,Paranormal Activity: The Marked Ones,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts']",Christopher B. Landon,"['supernatural', 'demon', 'found footage']","['Horror', 'Thriller']"
3570,The Elephant Man,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']",David Lynch,"['exploitation', 'biography', 'hospital']","['Drama', 'History']"
3571,Dallas Buyers Club,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']",Jean-Marc Vallée,"['women', 'aids', 'biography']","['Drama', 'History']"
3572,The Lazarus Effect,"['Olivia Wilde', 'Mark Duplass', 'Donald Glover']",David Gelb,"['terror', 'experiment', 'afterlife']","['Thriller', 'Horror']"
3573,Memento,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",Christopher Nolan,"['individual', 'insulin', 'tattoo']","['Mystery', 'Thriller']"
3574,Oculus,"['Karen Gillan', 'Brenton Thwaites', 'Katee Sackhoff']",Mike Flanagan,"['hallucination', 'supernatural', 'mirror']",['Horror']
3575,Clerks II,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes']",Kevin Smith,"['independent film', 'aftercreditsstinger', 'duringcreditsstinger']",['Comedy']
3576,Billy Elliot,"['Jamie Bell', 'Julie Walters', 'Jean Heywood']",Stephen Daldry,"[""workers' quarter"", 'dancing class', 'strike']","['Drama', 'Comedy', 'Music']"
3577,The Way Way Back,"['Liam James', 'Steve Carell', 'Toni Collette']",Nat Faxon,"['shyness', 'beach', 'bicycle']","['Comedy', 'Drama']"
3578,House Party 2,"['Martin Lawrence', 'Christopher Martin', 'Christopher Reid']",Doug McHenry,[],['Comedy']
3579,The Man from Snowy River,"['Tom Burlinson', 'Terence Donovan', 'Kirk Douglas']",George T. Miller,"['regret', 'river', 'horse']","['Family', 'Drama', 'Action']"
3580,Doug's 1st Movie,"['Thomas McHugh', 'Fred Newman', 'Chris Phillips']",Maurice Joyce,"['journalism', 'dance', 'daydream']","['Animation', 'Family', 'Comedy']"
3581,The Apostle,"['Robert Duvall', 'Billy Bob Thornton', 'June Carter Cash']",Robert Duvall,"['christianity', 'coma', 'jealousy']",['Drama']
3582,Mommie Dearest,"['Faye Dunaway', 'Diana Scarwid', 'Steve Forrest']",Frank Perry,"['ax', 'biography', 'sociopath']",['Drama']
3583,Our Idiot Brother,"['Paul Rudd', 'Elizabeth Banks', 'Zooey Deschanel']",Jesse Peretz,"['brother sister relationship', 'sister sister relationship', 'family clan']","['Comedy', 'Drama']"
3584,Race,"['Stephan James', 'Jason Sudeikis', 'Carice van Houten']",Stephen Hopkins,"['olympic games', 'biography', 'sport']","['Action', 'Drama']"
3585,The Players Club,"['LisaRaye McCoy', 'Dick Anthony Williams', 'Judyann Elder']",Ice Cube,"['strip club', 'stripper', 'dominatrix']",['Drama']
3586,"As Above, So Below","['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge']",John Erick Dowdle,"['paris', 'treasure', 'catacombs']","['Horror', 'Thriller']"
3587,Addicted,"['Boris Kodjoe', 'Brandon Gonzales', 'Cameron Mills']",Bille Woodruff,"['infidelity', 'obsession', 'lie']","['Drama', 'Thriller']"
3588,Eve's Bayou,"['Jurnee Smollett', 'Meagan Good', 'Lynn Whitfield']",Kasi Lemmons,"['sister sister relationship', 'menstruation', 'superstition']",['Drama']
3589,Still Alice,"['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart']",Richard Glatzer,"['mother', 'professor', 'illness']",['Drama']
3590,The Egyptian,"['Jean Simmons', 'Victor Mature', 'Gene Tierney']",Michael Curtiz,['egypt'],"['History', 'Drama']"
3591,Nighthawks,"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams']",Bruce Malmuth,[],"['Action', 'Crime', 'Thriller']"
3592,Friday the 13th Part VIII: Jason Takes Manhattan,"['Kane Hodder', 'Jensen Daggett', 'Scott Reeves']",Rob Hedden,"['new york', 'boat', 'mask']","['Horror', 'Thriller']"
3593,My Big Fat Greek Wedding,"['Nia Vardalos', 'John Corbett', 'Lainie Kazan']",Joel Zwick,"['usa', 'parents kids relationship', 'greece']","['Comedy', 'Drama', 'Romance']"
3594,Spring Breakers,"['James Franco', 'Selena Gomez', 'Vanessa Hudgens']",Harmony Korine,"['female nudity', 'sex', 'florida']","['Drama', 'Crime']"
3595,Halloween: The Curse of Michael Myers,"['Donald Pleasence', 'Paul Rudd', 'Marianne Hagan']",Joe Chappelle,"['mass murder', 'nudity', 'halloween']","['Horror', 'Thriller']"
3596,Y Tu Mamá También,"['Gael García Bernal', 'Diego Luna', 'Maribel Verdú']",Alfonso Cuarón,"['mexico', 'sex', 'beach']","['Drama', 'Romance']"
3597,Shaun of the Dead,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield']",Edgar Wright,"['record collection', 'flower', 'cheese']","['Horror', 'Comedy']"
3598,The Haunting of Molly Hartley,"['Haley Bennett', 'Jake Weber', 'Chace Crawford']",Mickey Liddell,[],"['Drama', 'Horror']"
3599,Lone Star,"['Chris Cooper', 'Matthew McConaughey', 'Elizabeth Peña']",John Sayles,"['sheriff', 'family secrets', 'neo-western']","['Drama', 'Mystery', 'Romance']"
3600,Halloween 4: The Return of Michael Myers,"['Donald Pleasence', 'Ellie Cornell', 'Danielle Harris']",Dwight H. Little,"['sheriff', 'scissors', 'ambulance']","['Horror', 'Thriller']"
3601,April Fool's Day,"['Deborah Foreman', 'Thomas F. Wilson', 'Lloyd Berry']",Fred Walton,"['island', 'party', 'murder']","['Horror', 'Mystery']"
3602,Diner,"['Steve Guttenberg', 'Daniel Stern', 'Mickey Rourke']",Barry Levinson,"['diner', 'baltimore maryland', 'fake accident']","['Comedy', 'Drama']"
3603,Lone Wolf McQuade,"['Chuck Norris', 'David Carradine', 'Barbara Carrera']",Steve Carver,"['martial arts', 'kung fu', 'texas']","['Action', 'Crime', 'Drama']"
3604,Apollo 18,"['Ryan Robbins', 'Warren Christie', 'Lloyd Owen']",Gonzalo López-Gallego,"['moon', 'nasa', 'infection']","['Horror', 'Thriller', 'Science Fiction']"
3605,Sunshine Cleaning,"['Amy Adams', 'Emily Blunt', 'Alan Arkin']",Christine Jeffs,"['suicide', 'single parent', 'sister sister relationship']","['Comedy', 'Drama']"
3606,No Escape,"['Owen Wilson', 'Lake Bell', 'Pierce Brosnan']",John Erick Dowdle,"['hotel', 'revolution', 'race against time']","['Action', 'Thriller']"
3607,The Beastmaster,"['Marc Singer', 'Tanya Roberts', 'Rip Torn']",Don Coscarelli,"['sword fight', 'animal']","['Action', 'Fantasy']"
3608,Solomon and Sheba,"['Yul Brynner', 'Gina Lollobrigida', 'George Sanders']",King Vidor,"['israel', 'egypt', 'religion and supernatural']","['Drama', 'History', 'Romance']"
3609,Fifty Shades of Black,"['Marlon Wayans', 'Kali Hawk', 'Fred Willard']",Michael Tiddes,"['sex', 'black', 'parody']","['Romance', 'Comedy']"
3610,Not Easily Broken,"['Morris Chestnut', 'Taraji P. Henson', 'Maeve Quinlan']",Bill Duke,[],"['Drama', 'Romance']"
3611,A Farewell to Arms,"['Helen Hayes', 'Gary Cooper', 'Adolphe Menjou']",Frank Borzage,"['italy', 'nurse', 'love letter']","['Drama', 'Romance', 'War']"
3612,The Perfect Match,"['Terrence Jenkins', 'Paula Patton', 'Kali Hawk']",Bille Woodruff,"['bet', 'match', 'playboy']","['Comedy', 'Romance']"
3613,Digimon: The Movie,"['Lara Jill Miller', 'Joshua Seth', 'Bob Papenbrook']",Mamoru Hosoda,"['video game', 'monster', 'loss of energy']","['Fantasy', 'Animation', 'Science Fiction']"
3614,Saved!,"['Jena Malone', 'Mandy Moore', 'Macaulay Culkin']",Brian Dannelly,"['christianity', 'gay', 'coming out']","['Comedy', 'Drama']"
3615,The Barbarian Invasions,"['Rémy Girard', 'Stéphane Rousseau', 'Marie-Josée Croze']",Denys Arcand,"['father son relationship', 'socialism', 'yuppie']","['Comedy', 'Crime', 'Drama']"
3616,Robin and Marian,"['Sean Connery', 'Audrey Hepburn', 'Robert Shaw']",Richard Lester,"['england', 'crusade', 'robin hood']","['Action', 'Adventure', 'Drama']"
3617,The Forsaken,"['Kerr Smith', 'Brendan Fehr', 'Izabella Miko']",J.S. Cardone,"['vampire', 'full moon', 'poster']","['Action', 'Adventure', 'Horror']"
3618,Force 10 from Navarone,"['Harrison Ford', 'Robert Shaw', 'Barbara Bach']",Guy Hamilton,"['gun', 'traitor', 'nazis']","['Action', 'Adventure', 'War']"
3619,UHF,"['""Weird Al"" Yankovic', 'Victoria Jackson', 'Michael Richards']",Jay Levey,"['loser', 'tv station', 'game show']",['Comedy']
3620,Grandma's Boy,"['Linda Cardellini', 'Allen Covert', 'Peter Dante']",Nicholaus Goossen,"['video game', 'grandmother grandson relationship', 'man child']",['Comedy']
3621,Slums of Beverly Hills,"['Natasha Lyonne', 'Alan Arkin', 'Marisa Tomei']",Tamara Jenkins,"['sex', 'independent film', 'moving']","['Comedy', 'Drama']"
3622,Once Upon a Time in the West,"['Henry Fonda', 'Claudia Cardinale', 'Jason Robards']",Sergio Leone,"['showdown', 'bounty', 'bounty hunter']",['Western']
3623,Made,"['Vince Vaughn', 'Jon Favreau', 'Sean Combs']",Jon Favreau,[],"['Action', 'Comedy', 'Thriller']"
3624,Moon,"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott']",Duncan Jones,"['moon', 'artificial intelligence', 'clone']","['Science Fiction', 'Drama']"
3625,Keeping Up with the Steins,"['Daryl Sabara', 'Jami Gertz', 'Jeremy Piven']",Scott Marshall,"['bar mitvah', 'party', 'independent film']",['Comedy']
3626,Sea Rex 3D: Journey to a Prehistoric World,"['Guillaume Denaiffe', 'Norbert Ferrer', 'Chloe Hollings']",Ronan Chapalain,"['prehistoric', 'dinosaur', 'imax']",['Documentary']
3627,The Sweet Hereafter,"['Ian Holm', 'Caerthan Banks', 'Sarah Polley']",Atom Egoyan,"['canada', 'suffering', 'village']",['Drama']
3628,Of Gods and Men,"['Lambert Wilson', 'Michael Lonsdale', 'Olivier Rabourdin']",Xavier Beauvois,"['monk', 'sunrise', 'medicine']","['Drama', 'History']"
3629,Bottle Shock,"['Alan Rickman', 'Chris Pine', 'Bill Pullman']",Randall Miller,"['wine garden', 'wine', 'winzer']","['Comedy', 'Drama']"
3630,Jekyll and Hyde ... Together Again,"['Mark Blankfield', 'Bess Armstrong', 'Krista Errickson']",Jerry Belson,"['double life', 'musical', 'jekyll and hyde']","['Comedy', 'Horror', 'Science Fiction']"
3631,Heavenly Creatures,"['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse']",Peter Jackson,"['mother', 'sex', 'secret']","['Drama', 'Fantasy']"
3632,90 Minutes in Heaven,"['Kate Bosworth', 'Hayden Christensen', 'Hudson Meek']",Michael Polish,"['hospital', 'church']",['Drama']
3633,Everything Must Go,"['Rebecca Hall', 'Will Ferrell', 'Glenn Howerton']",Dan Rush,"['alcohol', 'arizona', 'beer']","['Comedy', 'Drama', 'Romance']"
3634,Zero Effect,"['Bill Pullman', 'Ben Stiller', ""Ryan O'Neal""]",Jake Kasdan,"['detective', 'blackmail', 'independent film']","['Comedy', 'Crime', 'Mystery']"
3635,The Machinist,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón']",Brad Anderson,"['factory', 'insomnia', 'post it']","['Thriller', 'Drama']"
3636,Light Sleeper,"['Willem Dafoe', 'Susan Sarandon', 'Dana Delany']",Paul Schrader,"['suicide', 'drug dealer', 'redemption']","['Drama', 'Crime']"
3637,Kill the Messenger,"['Jeremy Renner', 'Mary Elizabeth Winstead', 'Michael Sheen']",Michael Cuesta,['biography'],"['Thriller', 'Crime', 'Drama']"
3638,Rabbit Hole,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest']",John Cameron Mitchell,"['loss of son', 'trauma', 'toy']",['Drama']
3639,Party Monster,"['Seth Green', 'Macaulay Culkin', 'Chloë Sevigny']",Fenton Bailey,"['new york', 'hotel', 'based on novel']","['Comedy', 'Drama', 'Crime']"
3640,Green Room,"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat']",Jeremy Saulnier,"['skinhead', 'heroin', 'music']","['Horror', 'Crime', 'Thriller']"
3641,The Oh in Ohio,"['Parker Posey', 'Danny DeVito', 'Paul Rudd']",Billy Kent,"['sex', 'adultery', 'depression']","['Comedy', 'Drama', 'Romance']"
3642,Atlas Shrugged Part III: Who is John Galt?,"['Eric Allan Kramer', 'Rob Morrow', 'Stephen Tobolowsky']",James Manera,"['trilogy', 'ayn rand']","['Drama', 'Science Fiction', 'Mystery']"
3643,Bottle Rocket,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos']",Wes Anderson,"['brother brother relationship', 'robbery', 'burglar']","['Comedy', 'Crime', 'Drama']"
3644,Albino Alligator,"['Matt Dillon', 'Faye Dunaway', 'Gary Sinise']",Kevin Spacey,"['brother brother relationship', 'bar', 'gun']","['Crime', 'Drama', 'Thriller']"
3645,"Gandhi, My Father","['Darshan Jariwala', 'Akshaye Khanna', 'Bhumika Chawla']",Feroz Abbas Khan,"['biography', 'mahatma gandhi', 'tragedy']","['Drama', 'Foreign', 'History']"
3646,Standard Operating Procedure,"['Javal Davis', 'Ken Davis', 'Tony Diaz']",Errol Morris,"['prison', 'prisoner', 'jail guard']",['Documentary']
3647,Out of the Blue,"['Dennis Hopper', 'Raymond Burr', 'Sharon Farrell']",Dennis Hopper,"['punk', 'independent film', 'coming of age']",['Drama']
3648,Tucker and Dale vs Evil,"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden']",Eli Craig,"['cabin', 'chainsaw', 'hillbilly']","['Comedy', 'Horror']"
3649,"Lovely, Still","['Martin Landau', 'Ellen Burstyn', 'Adam Scott']",Nicholas Fackler,['independent film'],"['Drama', 'Romance']"
3650,Tycoon,"['John Wayne', 'Laraine Day', 'Cedric Hardwicke']",Richard Wallace,"['mountains', 'engineer', 'railroad']","['Action', 'Drama', 'Romance']"
3651,Desert Blue,"['Casey Affleck', 'Kate Hudson', 'Brendan Sexton III']",Morgan J. Freeman,"['bomb', 'fire', 'fbi']","['Comedy', 'Drama']"
3652,Decoys,"['Kim Poirier', 'Stefanie von Pfetten', 'Elias Toufexis']",Matthew Hastings,[],"['Horror', 'Science Fiction', 'Thriller']"
3653,The Visit,"['Olivia DeJonge', 'Ed Oxenbould', 'Kathryn Hahn']",M. Night Shyamalan,"['rap music', 'pennsylvania', 'brother sister relationship']","['Horror', 'Thriller']"
3654,Redacted,"['Izzy Diaz', 'Rob Devaney', 'Ty Jones']",Brian De Palma,"['iraq', 'iraq war']","['Drama', 'War']"
3655,Fascination,"['Jacqueline Bisset', 'Adam Garcia', 'James Naughton']",Klaus Menzel,"['beach', 'murder']","['Romance', 'Thriller']"
3656,Area 51,"['Reid Warner', 'Darrin Bragg', 'Ben Rovner']",Oren Peli,"['found footage', 'area 51']","['Horror', 'Thriller', 'Science Fiction']"
3657,Sleep Tight,"['Luis Tosar', 'Marta Etura ', 'Alberto San Juan']",Jaume Balagueró,"['barcelona spain', 'blackmail', 'concierge']",['Thriller']
3658,The Cottage,"['Andy Serkis', 'Reece Shearsmith', 'Jennifer Ellison']",Paul Andrew Williams,"['ransom', 'hostage', 'hostage drama']","['Horror', 'Comedy', 'Crime']"
3659,Dead Like Me: Life After Death,"['Ellen Muth', 'Jasmine Guy', 'Callum Blue']",Stephen Herek,"['suicide', 'life and death', 'coma']","['Drama', 'Fantasy', 'Comedy']"
3660,Farce of the Penguins,"['Samuel L. Jackson', 'Jim Belushi', 'Whoopi Goldberg']",Bob Saget,"['penguin', 'balzen', 'antarctic']","['Comedy', 'Documentary']"
3661,Flying By,"['Billy Ray Cyrus', 'Heather Locklear', 'Ahnaise Christmas']",,[],['Drama']
3662,Rudderless,"['Billy Crudup', 'Anton Yelchin', 'Felicity Huffman']",William H. Macy,"['father son relationship', 'rock band', 'grieving father']","['Music', 'Drama', 'Comedy']"
3663,Henry & Me,"['Richard Gere', 'Luis Guzmán', 'Chazz Palminteri']",Barrett Esposito,"['baseball', 'surrealism', 'children']","['Family', 'Animation']"
3664,Christmas Eve,"['Patrick Stewart', 'Cheryl Hines', 'Gary Cole']",Mitch Davis,"['photographer', 'surgeon', 'orchestra']","['Romance', 'Comedy']"
3665,We Have Your Husband,"['Teri Polo', 'Esai Morales', 'Nicholas Gonzalez']",Eric Bross,[],"['TV Movie', 'Crime', 'Drama']"
3666,Dying of the Light,"['Nicolas Cage', 'Anton Yelchin', 'Alexander Karim']",Paul Schrader,"['cia', 'retirement', 'espionage']","['Thriller', 'Drama']"
3667,Born Of War,"['James Frain', ""Sofia Black-D'Elia"", 'Lydia Leonard']",Vicky Jewson,"['gun', 'oil', 'secret service']","['Action', 'Thriller', 'War']"
3668,Capricorn One,"['Elliott Gould', 'James Brolin', 'Brenda Vaccaro']",Peter Hyams,"['helicopter', 'nasa', 'texas']","['Drama', 'Action', 'Thriller']"
3669,Should've Been Romeo,"['Paul Ben-Victor', 'Ed Asner', 'Jordenn Thompson']",Marcia Bennett,[],"['Comedy', 'Drama']"
3670,Running Forever,[],,[],['Family']
3671,Yoga Hosers,"['Lily-Rose Depp', 'Harley Quinn Smith', 'Justin Long']",Kevin Smith,"['canada', 'nazis', 'sequel']","['Comedy', 'Fantasy', 'Horror']"
3672,Navy Seals vs. Zombies,"['Ed Quinn', 'Michael Dudikoff', 'Rick Fox']",Stanton Barrett,"['louisiana', 'navy seal', 'zombie']","['Horror', 'Action']"
3673,I Served the King of England,"['Ivan Barnev', 'Oldřich Kaiser', 'Julia Jentsch']",Jiří Menzel,"['expensive restaurant', 'luxury', 'adolf hitler']","['Comedy', 'Drama']"
3674,Soul Kitchen,"['Adam Bousdoukos', 'Birol Ünel', 'Moritz Bleibtreu']",Fatih Akin,[],"['Drama', 'Comedy']"
3675,Sling Blade,"['Billy Bob Thornton', 'Dwight Yoakam', 'J. T. Walsh']",Billy Bob Thornton,"['independent film', 'repair shop', 'southern']",['Drama']
